spanish_src,english_ref,model_output,input_ppl,hit_max_tokens,spanish_tokens,english_ref_tokens,output_tokens,spanish_chars,english_ref_chars,output_chars,spanish_fertility,english_ref_fertility,output_fertility,is_empty,is_repetitive,has_spanish_leak,length_ratio,is_too_short,is_too_long
"Sinica Podcast invita a dos blogueros que escriben sobre China: Eric Fish de Economic Observer , que también escribe para Sinostand , y Anthony Tao de Beijing Cream . ","Sinica Podcast hosts two bloggers writing on China: Eric Fish from the Economic Observer who also writes for Sinostand, and Anthony Tao from Beijing Cream. ",,237.0,True,41,33,0,138,131,0,0.2971014492753623,0.25190839694656486,0.0,True,False,False,0.0,True,False
"En su blog, Sinful resume la historia de los enfrentamientos entre los dos principales cárteles, el Cártel del Golfo y Los Zetas. ","In his blog, blogger Sinful sums up the history of the confrontation between the two main drug cartels , the Gulf Cartel and the Zetas. ",,14.4375,True,41,33,0,108,111,0,0.37962962962962965,0.2972972972972973,0.0,True,False,False,0.0,True,False
@monakareem: ¡Las elecciones de #Qatar para el 2013 deben ser una conspiración iraní para avergonzar a las autoridades #saudís! ,@monakareem: #Qatar 2013 elections must be an Iranian conspiracy to embarrass #Saudi authorities! ,@monakareem: The elections of #Qatar for the 2013 should be a conspiracy Iranian to humiliate the authorities #Saudi!,93.0,True,42,24,29,109,85,100,0.3853211009174312,0.2823529411764706,0.29,False,False,False,1.2083333333333333,False,False
"Lo lógico es lo siguiente: MTV Brasil, una compañía que claramente influencia a la juventud marcando pautas de comportamiento y consumo, PAGA al dueño del blog para cometer el delito de HACER APOLOGÍA DEL DELITO . ","The logic goes as follows: MTV Brazil, a company that clearly influences youth in setting behavior and consumption trends, PAYS the blog owner to commit the crime of DEFENDING THE CRIME . ","The logical is the following: MTV, a company that clearly influences youth behavior and consumption, PAGA to the owner of the blog to commit the crime of HACER APOLOGY .",40.5,True,69,40,39,178,156,140,0.38764044943820225,0.2564102564102564,0.2785714285714286,False,False,False,0.975,False,False
"Algunas fotos también fueron publicadas en Wiki Tree, el nuevo sitio surcoreano en línea de información ciudadana. ","Some photos were also posted on Wiki Tree, South Korea's online citizen news site. ","Some photos also appeared in Wiki Tree, the new South Korean website on the Internet.",33.0,True,33,18,17,98,69,71,0.336734693877551,0.2608695652173913,0.23943661971830985,False,False,False,0.9444444444444444,False,False
@Supernoves Estuve abrumado y orgulloso de la concurrencia en el estadio #kelanajaya anoche. ,@Supernoves Was overwhelmed and proud of the turnout at #kelanajaya stadium last night. ,@Supernoves I was overwhelmed and proud of the crowd at the #KelantanJaya Stadium last night.,179.0,True,32,22,25,80,75,79,0.4,0.29333333333333333,0.31645569620253167,False,False,False,1.1363636363636365,False,False
Pero no fueron encontrados terrenos sin reclamar en lugares como el área de Pyaranala de Parasan VDC en el distrito Kanchanpur. ,But no-man’s land was not found in places like the Pyaranala area of the Parasan VDC in Kanchanpur district. ,The area of Pyaranala was not found to be occupied by any landowner.,119.5,True,38,31,17,107,90,56,0.35514018691588783,0.34444444444444444,0.30357142857142855,False,False,False,0.5483870967741935,False,False
"Las organizaciones luchan contra ello a través de campañas, talleres y la difusión. ","Organizations work to change this through campaigns, workshops, and sharing information. ","The organizations fight against it through campaigns, seminars and the dissemination.",19.5,True,27,16,14,71,78,75,0.38028169014084506,0.20512820512820512,0.18666666666666668,False,False,False,0.875,False,False
"Malawi, como nación laica y democrática, debe conseguir que en aquellos casos en los que surjan discrepancias entre creencias religiosas particulares y fundamentos democráticos, sean estos últimos los que prevalezcan; ya que la democracia es algo común a todos y la religión es para aquellos que defienden su doctrina. ","Malawi as a secular nation that upholds democracy; where discrepancy arise as such that particular religious beliefs conflict with democratic fundamentals, democracy must prevail; because democracy is for everyone while religion is for those that espouse the respective teaching. ",,13.375,True,88,48,0,270,241,0,0.32592592592592595,0.1991701244813278,0.0,True,False,False,0.0,True,False
"Sí, repudiamos la barrera impuesta porque es ilegítima, pues evita que las personas vayan a los espacios de su ciudad en favor de las enormes ganancias de la FIFA y sus empresas socias... ","Yes, we disavow the barrier imposed because it is illegitimate, as it restricts people from their city spaces in favor of FIFA's and its partner companies' voluptuous profits... ","Yes, we condemn the barrier imposed by FIFA because it is illegal, because it prevents people from going to the spaces of their city in favor of the enormous profits of FIFA and its companies...",33.75,True,55,39,38,155,150,160,0.3548387096774194,0.26,0.2375,False,False,False,0.9743589743589743,False,False
"Dichos enfermos necesitan dinero para medicamentos pero al mismo tiempo sus granjas, afectadas por la polución, están dando menos productos. ","Those sick need money for medication but at the same time their farms, also affected by the pollution, are yielding less produce. ","The sick need money to buy medicines but at the same time their farms, affected by pollution, are giving less products.",38.75,True,38,26,24,121,108,99,0.3140495867768595,0.24074074074074073,0.24242424242424243,False,False,False,0.9230769230769231,False,False
Dos mujeres entrevistadas parecen pensar que las cosas no son tan serias y que se marchaban para estar en áreas seguras. ,Both women interviewed seem to think that things are not so serious and that they were going to be in safe areas. ,Two women interviewed both seem to think that things are not as serious and that they would have left their homes to be in safer areas.,24.625,True,36,24,27,100,92,110,0.36,0.2608695652173913,0.24545454545454545,False,False,False,1.125,False,False
"Consideran que fueron ""humillados, insultados y despreciados"" en la última reunión que mantuvieron con el gobierno. ","They consider that they were ""humiliated, insulted and disdained"" in their last meeting with government. ","The government has been accused of being ""humiliated, insulted and deceived"" in the last meeting they held with the government.",16.125,True,34,24,27,100,90,108,0.34,0.26666666666666666,0.25,False,False,False,1.125,False,False
"Pero aun así, hace falta un poco de profesionalización del trabajo de las comisiones electorales. ","But still, some professionalization of the work of electoral commissions is necessary. ","But nevertheless, there is a need for a little bit of professionalization of the work of the electoral commissions.",17.125,True,29,16,22,83,75,97,0.3493975903614458,0.21333333333333335,0.2268041237113402,False,False,False,1.375,False,False
"A Hezbolá no le importa eso, ellos y los israelíes con los que han negociado (Olmert y cía.) consiguieron el despliegue de relaciones públicas que necesitaban justo cuando lo necesitaron. ","No matter to Hizballah, they - and the Israelis with whom they negotiated (Olmert & Co.) - got the PR boost that they needed just when they needed. ",The Israeli-Palestinian conflict is not a matter of,43.75,True,59,38,12,158,120,44,0.37341772151898733,0.31666666666666665,0.2727272727272727,False,False,False,0.3157894736842105,False,False
GiantRobot7: la concentración de los camisas rojas ha golpeado al mercado de valores en el estómago... 12 puntos esta mañana....KBANK off 3.8% ,GiantRobot7: red shirts rally have punched stock market in the stomach...SET off 12 points this morning....KBANK off 3.8% ,,79.5,True,49,32,0,121,104,0,0.4049586776859504,0.3076923076923077,0.0,True,False,False,0.0,True,False
"En la muchacha que va a casarse, ponen la primera inicial del muchacho en una mano y la primera inicial de la muchacha en la otra. ",On the girl-to-be-married’s palm they put the boy’s first initial in one hand and the girl’s first initial on the other. ,"The girl who goes to marry, put the first initial of the girl in one hand and the first initial of the girl in the other.",15.1875,True,39,35,28,105,100,96,0.37142857142857144,0.35,0.2916666666666667,False,False,False,0.8,False,False
"Este es el Ecuador real de carne y hueso, pequeño e ilusorio. ","This is the real Ecuador of flesh and blood, small and illusory. ","This is Ecuador real meat, small and illusory.",39.25,True,23,17,12,50,53,39,0.46,0.32075471698113206,0.3076923076923077,False,False,False,0.7058823529411765,False,False
Criminal porque los ciudadanos malgaches también tienen el derecho a protegerse contra cualquier amenaza; ¿cómo puedes protegerte y a los que más quieres si ni siquiera sabes del peligro que enfrentas? ,Criminal because Malagasy citizens have also the right to protect themselves against any threat; how can you protect yourself and your loved ones if you do not even know the danger you face? ,,20.125,True,59,39,0,171,158,0,0.34502923976608185,0.2468354430379747,0.0,True,False,False,0.0,True,False
Los 300 años de historia de la esclavitud negra en Brasil han hecho impacto en este país. ,300-year history of Negro enslavement in Brazil has made an impact on this country. ,The 300 years of slavery in Brazil have made an impact on this country.,48.25,True,25,20,15,73,70,58,0.3424657534246575,0.2857142857142857,0.25862068965517243,False,False,False,0.75,False,False
"En cuanto a fotos, puedes ver las que tomaron Nora Shalaby y Maggie Osama que están cargadas en Flickr. ","As for photos, you can view those taken by Nora Shalaby and Maggie Osama uploaded on Flickr. ",,56.25,True,35,25,0,85,76,0,0.4117647058823529,0.32894736842105265,0.0,True,False,False,0.0,True,False
"En un edificio, un gran panel de cristal se inclina peligrosamente sobre la vereda y un edificio de tres pisos de un color amarillo pálido se ha derrumbado sobre sí mismo como un pastel, la planta baja está aplanada por el peso de los pisos superiores. ","From one building, a large pane of glass leans precariously out over the sidewalk, and a pale yellow three-story residence has caved in on itself like a fallen cake, the ground floor flattened beneath the weight of the floors above. ","The building is on a slope, and a three-story building has fallen on itself as a cake, the lower floor is level.",17.125,True,81,51,27,207,193,91,0.391304347826087,0.26424870466321243,0.2967032967032967,False,False,False,0.5294117647058824,False,False
Inga y Anush Arshakyans revelaron que presentarán la canción “Gutan” como entrada de Armenia en Eurovisión 2009. ,"Inga and Anush Arshakyans revealed that they will perform song ""Gutan"" as Armenia entry in Eurovision 2009. ",Inga and Anush Arshakyans revealed that they will present the song “Gutan” as the entry of Armenia in Eurovisión 2009.,168.0,True,36,30,33,96,91,99,0.375,0.32967032967032966,0.3333333333333333,False,False,False,1.1,False,False
"En uno de sus tuiteos, expresó: ",In one of her tweets she said: ,"In one of his tributes, he said:",87.0,True,13,9,10,26,24,26,0.5,0.375,0.38461538461538464,False,False,False,1.1111111111111112,False,False
Brasil: No se habla de política en los blogs ,Brazil: No talks about politics in blogs · Global Voices ,No one talks about politics on blogs.,77.0,True,14,13,8,36,47,31,0.3888888888888889,0.2765957446808511,0.25806451612903225,False,False,False,0.6153846153846154,False,False
Azerbaiyán: Rechazan apelación de bloggers ,Azerbaijan: Bloggers' appeal rejected · Global Voices ,Azerbaiyán: Rechazan apelación de bloggers,191.0,True,17,14,16,38,47,38,0.4473684210526316,0.2978723404255319,0.42105263157894735,False,False,True,1.1428571428571428,False,False
¿Qué pasó con el respeto a la vida? ,What happened with the respect for life? ,What happened with respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to respect to,34.25,True,14,9,73,28,34,331,0.5,0.2647058823529412,0.22054380664652568,False,True,False,8.11111111111111,False,True
"De otro lado, Obama representa un cambio fresco, en cuanto a mi revisión neutral del debate, es mi entendimiento que si ambos apoyan aproximadamente la misma línea de acción para Paquistán, pondría cuidadosamente mis huevos en la canasta de Obama, habla con más compromiso de los desafíos que vienen mientras que a la vez sugiere un enfoque de chico rudo en Paquistán. ","Obama on the other hand represents a fresh change, as per my neutral review of the debate, it is my understanding that if they both support the approximately the same line of action for Pakistan, I would carefully put my eggs into Obama’s basket, he talks with more commitment to the challenges ahead while simultaneously suggesting and a tough guy approach on Pakistan. ",,31.125,True,108,71,0,307,308,0,0.3517915309446254,0.2305194805194805,0.0,True,False,False,0.0,True,False
Chile: Videoblogueando el día a día ,Chile: Videoblogging daily life · Global Voices ,Videoblogueando el día a día,99.0,True,14,14,10,30,41,24,0.4666666666666667,0.34146341463414637,0.4166666666666667,False,False,True,0.7142857142857143,False,False
Y Sayed Ahmed Al Alawi sembró más dudas : ,And Sayed Ahmed Al Alawi casts more doubt: ,Y Sayed Ahmed Al Alawi sembró más dudas :,404.0,True,16,12,15,33,35,33,0.48484848484848486,0.34285714285714286,0.45454545454545453,False,False,False,1.25,False,False
"Grupos de internet habían pedido a los sirios que se unieran a las protestas regionales de Egipto, Yemen y Jordania, el 4 y 5 de febrero de 2011. ","Internet groups had called for Syrians to join the region-wide protests in Egypt, Yemen and Jordan, on February 4th and 5th, 2011. ",,15.875,True,46,32,0,118,109,0,0.3898305084745763,0.29357798165137616,0.0,True,False,False,0.0,True,False
"Se trata de la resolución PLEN/3 (Dubai 2012), de la que nos ocupamos más adelante. ","This deals with Resolution PLEN/3 (Dubai 2012), which we address below. ",The resolution is a compromise between the two parties.,34.75,True,30,20,10,69,61,47,0.43478260869565216,0.32786885245901637,0.2127659574468085,False,False,False,0.5,False,False
El acto incluirá una recepción tipo cocktail. ,The event will include a cocktail reception. ,The act will include a cocktail reception.,72.5,True,15,9,8,39,38,36,0.38461538461538464,0.23684210526315788,0.2222222222222222,False,False,False,0.8888888888888888,False,False
Nunca antes ninguna vacuna ha demostrado ser efectiva ante la prevención de la propagación de la infección. ,Never before has any HIV vaccine been proven to be effective in preventing the spread of the infection. ,The disease has never before been shown to be effective against the spread of the infection.,14.9375,True,32,20,17,91,86,77,0.3516483516483517,0.23255813953488372,0.22077922077922077,False,False,False,0.85,False,False
La celebración viene acompañada por mucha música tradicional que se toca en instrumentos de bronce. ,The celebration is accompanied by lots of traditional music played on brass instruments. ,The celebration comes along with a lot of traditional music that is played in bronze instruments.,20.75,True,31,15,17,85,76,82,0.36470588235294116,0.19736842105263158,0.2073170731707317,False,False,False,1.1333333333333333,False,False
"Desde Canada, el Secretariado de adopción internacional, y la Unicef, recuerdan que la prioridad es verificar si el niño está solo en el mundo. ","From Canada, Secrétariat à l’adoption internationale, as well as Unicef, recall the priority to check if the child is alone in the world. ","From Canada, the International Adoption Association, and the United Nations Children’s Fund, recall that the priority is to verify if the child is alone in the world.",28.75,True,42,37,34,120,115,140,0.35,0.3217391304347826,0.24285714285714285,False,False,False,0.918918918918919,False,False
"François Bozize, Presidente de la República Centroafricana en wikipedia- dominio público ","François Bozize, President of the Central African Republic wikipédia- public domain ","François Bozize, President of the Republic of Central African Republic in Wikipedia- domain public",61.75,True,26,20,19,78,73,85,0.3333333333333333,0.273972602739726,0.2235294117647059,False,False,False,0.95,False,False
"Viajando a través del sector rebelde de la provincia de Latakia, en la región de Jebel Turkman, nos encontramos con Umyara, una enfermera alauita de 34 años que trabaja en un hospital de campaña. ","Traveling through rebel-held parts of Latakia province, in the Jebel Turkman region, we met 34-year-old Umyara, an Alawite nurse working in a field hospital. ","""I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am a nurse, I am",27.5,True,60,44,128,162,134,254,0.37037037037037035,0.3283582089552239,0.5039370078740157,False,True,False,2.909090909090909,False,False
"Otra importante dinámica ha sido la multiplicación de la competencia, con empresas chinas e indias que se han unido a las europeas y estadounidenses en el conjunto de las principales. ","Another important dynamic has been the multiplication of competition, with Chinese and Indian companies joining the European and US array of majors. ",,21.75,True,49,25,0,154,127,0,0.3181818181818182,0.1968503937007874,0.0,True,False,False,0.0,True,False
"En Internet, las reacciones iban desde el alivio hasta la frustación, de la confusión al desafío. ","Online reactions range from relief to frustration, confusion to defiance. ",,30.625,True,31,14,0,82,64,0,0.3780487804878049,0.21875,0.0,True,False,False,0.0,True,False
"Los internautas libaneses rápidamente dieron voz a sus dudas que están centradas principalmente en la vaguedad del concepto de la violación conyugal, la falta de enfoque en la cuestión de género, la tutela de los niños y la ley sectaria que invalida esa ley. ","Lebanese netizens were quick to voice their doubts which were mainly focused around the vagueness surrounding marital rape, lack of gender focus, accompaniment of children and sectarian law overruling this law. ",,16.875,True,83,42,0,215,180,0,0.386046511627907,0.23333333333333334,0.0,True,False,False,0.0,True,False
La respuesta fue que tenía una cama reservada en el United Doctors Hospital (clínica privada) pendiente de la aprobación del ministerio del interior. ,"Their response was that they had reserved a bed in the United , but they had been waiting for the approval of the ministry of interior. ",The response was that there was a reserved bed in the United Doctors Hospital (private clinic) pending approval of the Ministry of Interior.,35.75,True,38,28,26,127,110,118,0.2992125984251969,0.2545454545454545,0.22033898305084745,False,False,False,0.9285714285714286,False,False
"– de “Cuerpo perdido”, por Aimé Césaire, traductor E. Anthony Hurley (a través de Resumen Caribeño de Libros) ","- from ""Lost Body"", by Aimé Césaire, trans. E. Anthony Hurley (via The Caribbean Review of Books) ","– from “Lost Body”, by Aimé Césaire, translator E. Anthony Hurley (a través de Resumen Caribeño de Libros)",74.5,True,40,29,33,92,81,89,0.43478260869565216,0.35802469135802467,0.3707865168539326,False,False,False,1.1379310344827587,False,False
"Cuando se supo que la marcha se acercaba a la ciudad, los habitantes empezaron a preparar la gran recepción. ","When word arrived that the march was approaching the city, residents began to prepare the grand reception. ",,14.6875,True,33,20,0,90,90,0,0.36666666666666664,0.2222222222222222,0.0,True,False,False,0.0,True,False
"Otra noticia excitante sobre inventos viene de Soyapi Mumba, desarrollador informático malauí, que empieza explicando por qué no ha escrito en su blog durante dos meses. ","Another piece of exciting invention news comes from blogger Soyapi Mumba, a Malawian software developer, who starts by explaining why he has not posted on his blog for two months. ",,87.0,True,50,40,0,144,150,0,0.3472222222222222,0.26666666666666666,0.0,True,False,False,0.0,True,False
"Por suerte, y no estaba cerca. ","Luckily, I didn't lie nearby. ",It was a long way.,58.0,True,12,11,6,25,25,14,0.48,0.44,0.42857142857142855,False,False,False,0.5454545454545454,False,False
Ucrania como uno de los líderes en cantidad de abortos – ¡esto es terrible! ,Ukraine as one of the leaders in the number of abortions – this is terrible! ,,61.75,True,24,18,0,62,62,0,0.3870967741935484,0.2903225806451613,0.0,True,False,False,0.0,True,False
"No entiendo para nada sus motivos, pero sé que cuando dicen que el mapa de Frank a ningún sitio debería ser seriamente considerado, tienen algún otro motivo. ","I don’t understand their motives at all, but I do know that when they say Frank’s roadmap to nowhere should be seriously considered, they have some other motive. ",,25.75,True,45,37,0,131,134,0,0.3435114503816794,0.27611940298507465,0.0,True,False,False,0.0,True,False
"Algunos dejaron de escribir temas políticos y otros totalmente redujeron la crítica hacia el gobierno, porque todo estaba obscuro. ",Some stopped writing political topics altogether and others cut down on criticism of the government because everything was foggy. ,,31.625,True,37,22,0,112,111,0,0.33035714285714285,0.1981981981981982,0.0,True,False,False,0.0,True,False
La juventud con pocas oportunidades de comprender la ley será la más afectada La definición de legal e ilegal es vaga y difícil de juzgar Podría llevar a abuso de poder de investigación Necesita una discución bien deliberada ,Youth with little opportunity to understand the law will be the most affected The definition of legal and illegal is vague and hard to judge It could lead to abuse of investigation power It needs a well-deliberated discussion ,The youth with few opportunities to understand the law will be the most affected The definition of legal and illegal is vague and difficult to judge,33.0,True,66,44,26,187,188,123,0.35294117647058826,0.23404255319148937,0.21138211382113822,False,False,False,0.5909090909090909,False,False
"Ya que el código de acceso a la información no es legalmente vinculante, a los departamentos gubernamentales les gusta valerse de la excusa de que no tienen información relevante para responder a las preguntas de los ciudadanos y de los periodistas. ","Since the information access code is not legally binding, government departments like to use the excuse that they don't have the relevant information to answer citizens and journalists' inquiry. ",,10.5625,True,69,34,0,209,166,0,0.33014354066985646,0.20481927710843373,0.0,True,False,False,0.0,True,False
"Hay más de 100.000 personas vulnerables como resultado del aumento de ataques de LRA (Ejército de Resistencia del Señor) que incluyen 36.000 desplazamientos internos de gente que deja sus casas en el sur de Sudán, y más de 16.000 refugiados de DRC (República Democrática del Congo). ","There are more than 100,000 people vulnerable as a result of the upsurge of LRA attacks including over 36,000 internally displaced people who fled their homes in South Sudan, and more than 16,000 refugees from the DRC. ","The number of people who have been displaced by the LRA (Ejército de Resistencia del Señor) has increased by 36,000 since the start of the conflict in the Democratic Republic of the Congo (DRC).",12.1875,True,89,50,49,237,182,161,0.3755274261603376,0.27472527472527475,0.30434782608695654,False,False,False,0.98,False,False
Abortar es una decisión dolorosa para cualquier mujer (y su pareja). ,Aborting a child is a painful decision for any woman (and her partner) to take. ,Abort is a painful decision for any woman (and her husband) and her husband's decision is not final.,30.125,True,23,20,23,58,65,83,0.39655172413793105,0.3076923076923077,0.27710843373493976,False,False,False,1.15,False,False
El sexto día compartieron los deberes de la sesión anterior: ,On the sixth day they shared the home assignment from the previous session: ,The sixth day shared the duties of the previous session:,45.25,True,18,15,11,51,63,47,0.35294117647058826,0.23809523809523808,0.23404255319148937,False,False,False,0.7333333333333333,False,False
"La presencia de Blanco durante la posesión tiene un gran significado, ya que es el primer poeta joven, inmigrante, latino y homosexual en inaugurar una presidencia en Estados Unidos. ","Blanco's presence during the inauguration had a strong meaning because he is the first young, immigrant, gay, poet to inaugurate the United States presidency. ","The presence of Blanco during the inauguration has a great significance, because it is the first poet, immigrant, Latin and homosexual in inaugurating a presidency in the United States.",27.875,True,49,33,37,154,135,157,0.3181818181818182,0.24444444444444444,0.2356687898089172,False,False,False,1.121212121212121,False,False
Reacciones en medios impresos (de muchas muchas otras) ,Reactions in printed media (of many many others) ,Reactions in media printed (of many other),58.0,True,19,12,10,47,41,36,0.40425531914893614,0.2926829268292683,0.2777777777777778,False,False,False,0.8333333333333334,False,False
China: Granjero se ahorca en desesperación ,China: Farmer Hangs Himself in Desperation · Global Voices ,The poor are saved in despair,203.0,True,15,15,6,37,50,24,0.40540540540540543,0.3,0.25,False,False,False,0.4,False,False
La conducción por el lado derecho y el izquierdo acabarán dañando a muchos ciudadanos inocentes. ,Left handed drive and right handed drive will harm many innocent citizens. ,The right-hand and left-hand traffic will endanger many innocent people.,29.25,True,28,14,16,82,63,63,0.34146341463414637,0.2222222222222222,0.25396825396825395,False,False,False,1.1428571428571428,False,False
"Cuando estalló la guerra en el estado de Kachin, los refugiados huyeron a la frontera más cercana para escapar. ","When war broke in Kachin State, refugees ran away to the nearest border to escape. ","When the war broke out in the state of Kachin, the refugees fled to the closest border.",15.625,True,37,20,21,93,68,71,0.3978494623655914,0.29411764705882354,0.29577464788732394,False,False,False,1.05,False,False
¿Y siquiera se discutió esta política con el Presidente? ,And was this policy even discussed with the Speaker? ,,87.0,True,16,11,0,48,44,0,0.3333333333333333,0.25,0.0,True,False,False,0.0,True,False
"Mientras tanto, defensores de los derechos humanos, compararon la zero vida amorosa del presidente con un compromiso mediocre para defender los derechos humanos: ",Human rights advocates meanwhile compared the president's zero love life to a lackluster commitment to uphold human rights: ,"While the United States is facing a crisis of democracy, the United Nations is facing a crisis of democracy.",32.0,True,40,23,21,139,106,90,0.28776978417266186,0.2169811320754717,0.23333333333333334,False,False,False,0.9130434782608695,False,False
"El señor Kolesnikov le recordó a los lectores la tragedia del Kursk —uno de los primeros submarinos encargados tras la caída de la Unión Soviética— en agosto del 2000, cuando se hundió en el mar de Barents con toda su tripulación y los medios encontraron al presidente Putin de vacaciones en pleno suceso: ","The Kursk had been one of the first submarines commissioned after the fall of the Soviet Union and during the tragedy when the crew was stuck underwater, media outlets captured President Putin on vacation: ","The Lord Kolesnikov recounted the tragedy of the Kursk—one of the first submarines tasked after the collapse of the Soviet Union—in August 2000, when it sank in the Sea of Barents with all its crew and the media found the president of Russia vacationing in full catastrophe:",18.625,True,89,40,62,253,172,228,0.35177865612648224,0.23255813953488372,0.2719298245614035,False,False,True,1.55,False,False
"No se permitirá echar al río artículos como micrófonos, megáfonos, productos químicos, plásticos y basuras de comida, y se exigirá a los barcos que cuenten con sistemas adecuados de eliminación de residuos. ","Items such as microphones, megaphones, chemical products, plastics, and discarded foodstuff would not be allowed to be dumped into the river, and boats would be required to have proper waste disposal systems on board. ","No will be allowed to throw away articles as microwaves, microphones, products of chemical, and food waste, and it will be required that the ships that are carrying out the cleaning operations have systems that are adequate to remove the residues.",13.8125,True,73,45,49,175,184,207,0.41714285714285715,0.24456521739130435,0.23671497584541062,False,False,False,1.0888888888888888,False,False
"Aparentemente mi tacañería es un rasgo deseado por los hombres cameruneses, esto es nuevo. ","Apparently my stinginess is a desired trait for Cameroonian men, this is new. ",,47.5,True,32,19,0,77,65,0,0.4155844155844156,0.2923076923076923,0.0,True,False,False,0.0,True,False
"El debate provocado por el proyecto de ley de Salud Reproductiva ha dado varios giros interesantes e incluso extraños, siendo el último de ellos una reciente ordenanza municipal que ha llevado el asunto a un nuevo nivel. ","This post is part of our special coverage Global Development 2011. The debate generated by the Reproductive Health bill has taken on an interesting if not bizarre twists, the latest of which is a recent village ordinance that has taken things to a whole new level. ","The debate over the proposed law on Reproductive Health has led to several interesting and even strange developments, including one municipal ordinance that has brought the issue to a new level.",17.75,True,66,52,35,184,219,164,0.358695652173913,0.2374429223744292,0.21341463414634146,False,False,False,0.6730769230769231,False,False
Raja Basu en Potpourri menciona: ,Raja Basu at Potpourri mentions: ,Raja Basu in Potpourri mentions:,334.0,True,14,12,11,28,28,28,0.5,0.42857142857142855,0.39285714285714285,False,False,False,0.9166666666666666,False,False
"En segundo lugar, los partidarios del presidente Boni Yayi han imitado al movimiento y han iniciado el movimiento ""Viernes Blanco"" . ","Secondly, the supporters of President Boni Yayi have imitated the movement and initiated the ""White Friday"" movement . ","In the second place, the supporters of the president Boni Yayi have imitated the movement and have started the movement ""White Friday"".",35.25,True,39,27,29,112,101,114,0.3482142857142857,0.26732673267326734,0.2543859649122807,False,False,False,1.0740740740740742,False,False
"El viernes, dos días antes de la renuncia, Trini World Views censuró al gobierno el estrechar filas alrededor de Warner en vez de actuar con rapidez: ","Writing on Friday, two days before the resignation, Trini World Views chided the government for initially closing ranks around Warner instead of acting quickly: ","The Friday, two days before his resignation, Warner was censured by the government for not acting quickly enough.",56.25,True,48,30,22,124,137,96,0.3870967741935484,0.21897810218978103,0.22916666666666666,False,False,False,0.7333333333333333,False,False
Ayudar a vencer esas barreras es un objetivo central del monitoreo. ,Helping to overcome these barriers is a central aim of the monitoring programme. ,Help to overcome these barriers is a central objective of the monitoring.,46.0,True,23,16,13,57,68,62,0.40350877192982454,0.23529411764705882,0.20967741935483872,False,False,False,0.8125,False,False
Rechazó amenazas de parte de Egipto para evitar que se erijan proyectos a lo largo del río más largo del mundo. ,He rejected threats by Egypt to prevent the erection of projects along the world’s longest river. ,,23.875,True,38,21,0,91,82,0,0.4175824175824176,0.25609756097560976,0.0,True,False,False,0.0,True,False
"Mientras la blogósfera rusa discute el robo de dinero en la creación de sitios web de colegios de secundaria, Megakhuimyak sugiere echar un vistazo a la manera en que los fondos del estado se gastan en la esfera e-gubernamental : ","While Russian blogosphere discusses theft of money at creation of secondary schools’ websites, Megakhuimyak suggests taking a glance at how state funds are spent in the sphere of e-government : ",The Russian blogosphere debates the theft of money from the creation of online secondary schools.,37.5,True,75,41,17,190,164,83,0.39473684210526316,0.25,0.20481927710843373,False,False,False,0.4146341463414634,False,False
"Por otra parte, el alcalde provincial de Chincha anunció la construcción de un busto en honor al presidente venezolano. ","Meanwhile, the mayor of the province of Chincha announced the construction of a bust in honour of the Venezuelan president. ",The mayor of Chincha announced the construction of a bust in honor of the Venezuelan president.,17.75,True,33,26,20,101,104,80,0.32673267326732675,0.25,0.25,False,False,False,0.7692307692307693,False,False
El pueblo tiene el derecho de estar insatisfecho – ¡las cosas se están volviendo locas en nuestra política y nuestra vida! ,People have the right to be dissatisfied – things are going crazy in our politics and life! ,The people have the right to be unsatisfied – things are getting crazy in our politics and our life!,20.125,True,37,20,21,102,75,82,0.3627450980392157,0.26666666666666666,0.25609756097560976,False,False,False,1.05,False,False
"Así que, ¿Por qué esperar hasta el jueves para anunciarlo? ","So, why wait until Thursday to announce it? ",,19.5,True,21,11,0,49,36,0,0.42857142857142855,0.3055555555555556,0.0,True,False,False,0.0,True,False
"Para que una sociedad progrese, los derechos humanos deben garantizarse, y dar la seguridad de que éstos se respetan sin prejuicios de géneros ni discriminación. ","For a society to progress, human rights have to be guaranteed, with the assurance that rights are maintained without gender bias or discrimination. ","The right to freedom of thought, conscience and religion, and the right to freedom of movement, of thought, conscience and religion, and the right to freedom of movement, of thought, conscience and religion, and the right to freedom of movement, of thought, conscience and religion, and the right to freedom of movement, of thought, conscience and religion, and the right to freedom of movement, of thought, conscience and religion, and the right to freedom of movement, of thought, conscience and religion, and the right to freedom of movement, of thought, conscience and religion, and the right to freedom of movement, of thought, conscience",13.1875,True,49,27,128,137,125,541,0.35766423357664234,0.216,0.2365988909426987,False,True,False,4.7407407407407405,False,True
